
@relation python_mistakes

@attribute commit_message string
@attribute additions numeric
@attribute deletions numeric
@attribute changes numeric
@attribute actual_changes string
@attribute attribute_TAB numeric
@attribute attribute_NEWLINE numeric
@attribute attribute_CARRIAGE_RETURN numeric
@attribute attribute_EXCLAMATION_MARK numeric
@attribute attribute_QUOTATION_MARK numeric
@attribute attribute_NUMBER_SIGN numeric
@attribute attribute_DOLLAR_SIGN numeric
@attribute attribute_PERCENT_SIGN numeric
@attribute attribute_AMPERSAND numeric
@attribute attribute_APOSTROPHE numeric
@attribute attribute_LEFT_PARENTHESIS numeric
@attribute attribute_RIGHT_PARENTHESIS numeric
@attribute attribute_ASTERISK numeric
@attribute attribute_PLUS_SIGN numeric
@attribute attribute_COMMA numeric
@attribute attribute_HYPHEN-MINUS numeric
@attribute attribute_FULL_STOP numeric
@attribute attribute_SOLIDUS numeric
@attribute attribute_DIGIT_ZERO numeric
@attribute attribute_DIGIT_ONE numeric
@attribute attribute_DIGIT_TWO numeric
@attribute attribute_DIGIT_THREE numeric
@attribute attribute_DIGIT_FOUR numeric
@attribute attribute_DIGIT_FIVE numeric
@attribute attribute_DIGIT_SIX numeric
@attribute attribute_DIGIT_SEVEN numeric
@attribute attribute_DIGIT_EIGHT numeric
@attribute attribute_DIGIT_NINE numeric
@attribute attribute_COLON numeric
@attribute attribute_SEMICOLON numeric
@attribute attribute_LESS-THAN_SIGN numeric
@attribute attribute_EQUALS_SIGN numeric
@attribute attribute_GREATER-THAN_SIGN numeric
@attribute attribute_QUESTION_MARK numeric
@attribute attribute_COMMERCIAL_AT numeric
@attribute attribute_LEFT_SQUARE_BRACKET numeric
@attribute attribute_REVERSE_SOLIDUS numeric
@attribute attribute_RIGHT_SQUARE_BRACKET numeric
@attribute attribute_CIRCUMFLEX_ACCENT numeric
@attribute attribute_LOW_LINE numeric
@attribute attribute_GRAVE_ACCENT numeric
@attribute attribute_LEFT_CURLY_BRACKET numeric
@attribute attribute_VERTICAL_LINE numeric
@attribute attribute_RIGHT_CURLY_BRACKET numeric
@attribute attribute_TILDE numeric
@attribute LETTERS_CHANGED numeric
@attribute class {yes, no}

@data
'Fix issue related to gid0 and the corresponding worksheets position in the spreadsheet', 1, 1, 12, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE if SPACE gid COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE if SPACE gid SPACE is SPACE not SPACE None COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, yes
'Use boolean operator and for boolean expression rather than bitwise  in hascurrentdata function', 1, 1, 4, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE if SPACE F LEFT_SQUARE_BRACKET APOSTROPHE UCUR APOSTROPHE RIGHT_SQUARE_BRACKET LEFT_SQUARE_BRACKET COLON RIGHT_SQUARE_BRACKET FULL_STOP mask FULL_STOP all LEFT_PARENTHESIS RIGHT_PARENTHESIS SPACE AMPERSAND SPACE F LEFT_SQUARE_BRACKET APOSTROPHE VCUR APOSTROPHE RIGHT_SQUARE_BRACKET LEFT_SQUARE_BRACKET COLON RIGHT_SQUARE_BRACKET FULL_STOP mask FULL_STOP all LEFT_PARENTHESIS RIGHT_PARENTHESIS COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE if SPACE F LEFT_SQUARE_BRACKET APOSTROPHE UCUR APOSTROPHE RIGHT_SQUARE_BRACKET LEFT_SQUARE_BRACKET COLON RIGHT_SQUARE_BRACKET FULL_STOP mask FULL_STOP all LEFT_PARENTHESIS RIGHT_PARENTHESIS SPACE and SPACE F LEFT_SQUARE_BRACKET APOSTROPHE VCUR APOSTROPHE RIGHT_SQUARE_BRACKET LEFT_SQUARE_BRACKET COLON RIGHT_SQUARE_BRACKET FULL_STOP mask FULL_STOP all LEFT_PARENTHESIS RIGHT_PARENTHESIS COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'typo', 4, 2, 33, ' NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP frame SPACE EQUALS_SIGN SPACE self FULL_STOP camera FULL_STOP read LEFT_PARENTHESIS RIGHT_PARENTHESIS LEFT_SQUARE_BRACKET config FULL_STOP ROI LOW_LINE YMIN COLON config FULL_STOP ROI LOW_LINE YMAX COMMA SPACE config FULL_STOP ROI LOW_LINE XMIN COLON config FULL_STOP ROI LOW_LINE XMAX RIGHT_SQUARE_BRACKET NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP frame SPACE EQUALS_SIGN SPACE self FULL_STOP camera FULL_STOP read LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP frame SPACE EQUALS_SIGN SPACE self FULL_STOP frame LEFT_SQUARE_BRACKET config FULL_STOP ROI LOW_LINE YMIN COLON config FULL_STOP ROI LOW_LINE YMAX COMMA SPACE config FULL_STOP ROI LOW_LINE XMIN COLON config FULL_STOP ROI LOW_LINE XMAX RIGHT_SQUARE_BRACKET NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP frame LOW_LINE chrome SPACE EQUALS_SIGN SPACE cv DIGIT_TWO FULL_STOP merge LEFT_PARENTHESIS LEFT_PARENTHESIS b COMMA g COMMA r RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP frame LOW_LINE chroma SPACE EQUALS_SIGN SPACE cv DIGIT_TWO FULL_STOP merge LEFT_PARENTHESIS LEFT_PARENTHESIS b COMMA g COMMA r RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, yes
'typo', 1, 1, 1, ' SPACE SPACE SPACE SPACE funcs SPACE EQUALS_SIGN SPACE LEFT_SQUARE_BRACKET move FULL_STOP clockwise COMMA SPACE move FULL_STOP counterclockwise RIGHT_SQUARE_BRACKET NEWLINE SPACE SPACE SPACE SPACE funcs SPACE EQUALS_SIGN SPACE LEFT_SQUARE_BRACKET move FULL_STOP clockwise COMMA SPACE move FULL_STOP counter LOW_LINE clockwise RIGHT_SQUARE_BRACKET NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, yes
'2153 viewspy adjust spacing and indentation', 15, 1, 25, ' NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE NEWLINE return SPACE json FULL_STOP dumps LEFT_PARENTHESIS LEFT_CURLY_BRACKET APOSTROPHE error APOSTROPHE COLON SPACE label LOW_LINE list LEFT_SQUARE_BRACKET APOSTROPHE error APOSTROPHE RIGHT_SQUARE_BRACKET RIGHT_CURLY_BRACKET RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE return SPACE json FULL_STOP dumps LEFT_PARENTHESIS LEFT_CURLY_BRACKET APOSTROPHE error APOSTROPHE COLON SPACE label LOW_LINE list LEFT_SQUARE_BRACKET APOSTROPHE error APOSTROPHE RIGHT_SQUARE_BRACKET RIGHT_CURLY_BRACKET RIGHT_PARENTHESIS', 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'bug fix', 1, 1, 0, ' SPACE SPACE SPACE SPACE student COMMA SPACE LOW_LINE SPACE EQUALS_SIGN SPACE Student FULL_STOP objects FULL_STOP create LOW_LINE or LOW_LINE update LEFT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE student COMMA SPACE LOW_LINE SPACE EQUALS_SIGN SPACE Student FULL_STOP objects FULL_STOP update LOW_LINE or LOW_LINE create LEFT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Production Summary added Seconds processing', 1, 1, 1, ' SPACE SPACE SPACE SPACE ws SPACE EQUALS_SIGN SPACE WageStatement FULL_STOP objects FULL_STOP get LEFT_PARENTHESIS id EQUALS_SIGN wage LOW_LINE statement LOW_LINE id RIGHT_PARENTHESIS COMMA NEWLINE SPACE SPACE SPACE SPACE ws SPACE EQUALS_SIGN SPACE WageStatement FULL_STOP objects FULL_STOP get LEFT_PARENTHESIS id EQUALS_SIGN wage LOW_LINE statement LOW_LINE id RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fixed connectionlimit and added UTDue to a typo the REST API attribute of connectionlimit wasnot accessed when creating a new lbaasV2 listenerThis patch fixes the typo so that the connectionlimit canbe initialized when listener is created Also the previouscode did not have UT for connectionlimit when the listenerwas created The same has been added hereClosesBug 1515112Conflictsneutronclientneutronv20lbv2listenerpyChangeId I71eef7b92de91edc1f3ce48f40c645bca704427dcherry picked from commit 9baa62c3c58f4d6187ab22fc3c04843efd283b55', 3, 2, 24, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE the SPACE vip FULL_STOP SPACE Positive SPACE integer SPACE or SPACE HYPHEN-MINUS DIGIT_ONE SPACE for SPACE unlimited SPACE LEFT_PARENTHESIS default RIGHT_PARENTHESIS FULL_STOP APOSTROPHE RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE the SPACE vip FULL_STOP SPACE Positive SPACE integer SPACE or SPACE HYPHEN-MINUS DIGIT_ONE SPACE for SPACE unlimited SPACE LEFT_PARENTHESIS default RIGHT_PARENTHESIS FULL_STOP APOSTROPHE RIGHT_PARENTHESIS COMMA NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE type EQUALS_SIGN int RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE LEFT_SQUARE_BRACKET APOSTROPHE connection HYPHEN-MINUS limit APOSTROPHE COMMA SPACE APOSTROPHE description APOSTROPHE COMMA NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE LEFT_SQUARE_BRACKET APOSTROPHE connection LOW_LINE limit APOSTROPHE COMMA SPACE APOSTROPHE description APOSTROPHE COMMA NEWLINE', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, yes
'build docs', 1, 1, 1, 'with SPACE open LEFT_PARENTHESIS QUOTATION_MARK doc SOLIDUS LOW_LINE deploy SOLIDUS versions FULL_STOP json QUOTATION_MARK COMMA SPACE APOSTROPHE w APOSTROPHE RIGHT_PARENTHESIS SPACE as SPACE versionf COLON NEWLINE with SPACE open LEFT_PARENTHESIS QUOTATION_MARK docs SOLIDUS LOW_LINE deploy SOLIDUS versions FULL_STOP json QUOTATION_MARK COMMA SPACE APOSTROPHE w APOSTROPHE RIGHT_PARENTHESIS SPACE as SPACE versionf COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, yes
'fixes', 1, 1, 1, ' TAB TAB if SPACE p LOW_LINE mse SPACE EQUALS_SIGN EQUALS_SIGN SPACE MSE NEWLINE TAB TAB if SPACE p LOW_LINE mse SPACE EQUALS_SIGN EQUALS_SIGN SPACE MSE COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fix typo in CactusCafWrapperLarge2', 1, 1, 0, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP phaseNode FULL_STOP attrib LEFT_SQUARE_BRACKET QUOTATION_MARK alignmentIDs QUOTATION_MARK RIGHT_SQUARE_BRACKET SPACE EQUALS_SIGN SPACE alignmentsID NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP phaseNode FULL_STOP attrib LEFT_SQUARE_BRACKET QUOTATION_MARK alignmentsID QUOTATION_MARK RIGHT_SQUARE_BRACKET SPACE EQUALS_SIGN SPACE alignmentsID NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fix a typo', 2, 2, 5, ' NUMBER_SIGN SPACE Last SPACE Modified COLON SPACE DIGIT_TWO DIGIT_ZERO DIGIT_ONE DIGIT_SIX HYPHEN-MINUS DIGIT_ZERO DIGIT_SIX HYPHEN-MINUS DIGIT_TWO DIGIT_EIGHT T DIGIT_ONE DIGIT_TWO COLON DIGIT_ONE DIGIT_ZERO COLON DIGIT_TWO DIGIT_THREE PLUS_SIGN DIGIT_ZERO DIGIT_EIGHT DIGIT_ZERO DIGIT_ZERO NEWLINE NUMBER_SIGN SPACE Last SPACE Modified COLON SPACE DIGIT_TWO DIGIT_ZERO DIGIT_ONE DIGIT_SIX HYPHEN-MINUS DIGIT_ZERO DIGIT_SIX HYPHEN-MINUS DIGIT_TWO DIGIT_EIGHT T DIGIT_ONE DIGIT_TWO COLON DIGIT_ONE DIGIT_THREE COLON DIGIT_THREE DIGIT_FOUR PLUS_SIGN DIGIT_ZERO DIGIT_EIGHT DIGIT_ZERO DIGIT_ZERO NEWLINE SPACE SPACE SPACE SPACE setup LOW_LINE require EQUALS_SIGN get LOW_LINE requirements LEFT_PARENTHESIS APOSTROPHE requirements FULL_STOP txt APOSTROPHE RIGHT_PARENTHESIS COMMA NEWLINE SPACE SPACE SPACE SPACE setup LOW_LINE requires EQUALS_SIGN get LOW_LINE requirements LEFT_PARENTHESIS APOSTROPHE requirements FULL_STOP txt APOSTROPHE RIGHT_PARENTHESIS COMMA NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fix gpio to uppercase GPIO', 1, 1, 8, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE return SPACE gpio FULL_STOP input LEFT_PARENTHESIS SWITCH LOW_LINE PIN RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE return SPACE GPIO FULL_STOP input LEFT_PARENTHESIS SWITCH LOW_LINE PIN RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, yes
'fix base source import after Shougodeopletenvime3e4c4a', 1, 1, 1, 'from SPACE deoplete FULL_STOP sources FULL_STOP base SPACE import SPACE Base NEWLINE from SPACE deoplete FULL_STOP source FULL_STOP base SPACE import SPACE Base NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, yes
'geolite longi lati', 2, 1, 2, ' SPACE SPACE SPACE SPACE geolite LOW_LINE latitude SPACE EQUALS_SIGN SPACE Column LEFT_PARENTHESIS QUOTATION_MARK geolite LOW_LINE latitude QUOTATION_MARK SPACE Float RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE geolite LOW_LINE latitude SPACE EQUALS_SIGN SPACE Column LEFT_PARENTHESIS QUOTATION_MARK geolite LOW_LINE latitude QUOTATION_MARK COMMA SPACE Float RIGHT_PARENTHESIS NEWLINE NEWLINE', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'fix syntax error', 1, 1, 2, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP error LEFT_PARENTHESIS self FULL_STOP rid FULL_STOP SPACE str LEFT_PARENTHESIS e RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP error LEFT_PARENTHESIS self FULL_STOP rid COMMA SPACE str LEFT_PARENTHESIS e RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'typo', 2, 2, 19, 'from SPACE website FULL_STOP views SPACE import SPACE home COMMA SPACE list LOW_LINE errors COMMA SPACE view LOW_LINE error NEWLINE from SPACE website FULL_STOP views SPACE import SPACE home COMMA SPACE list LOW_LINE errors COMMA SPACE refresh LOW_LINE findings COMMA SPACE view LOW_LINE error NEWLINE SPACE SPACE SPACE SPACE url LEFT_PARENTHESIS r APOSTROPHE CIRCUMFLEX_ACCENT refresh LOW_LINE findings SOLIDUS APOSTROPHE COMMA views FULL_STOP refresh LOW_LINE findings RIGHT_PARENTHESIS COMMA NEWLINE SPACE SPACE SPACE SPACE url LEFT_PARENTHESIS r APOSTROPHE CIRCUMFLEX_ACCENT refresh LOW_LINE findings SOLIDUS APOSTROPHE COMMA SPACE refresh LOW_LINE findings RIGHT_PARENTHESIS COMMA NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, yes
'', 1, 1, 10, ' TAB SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE db LOW_LINE conn FULL_STOP commit LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE TAB TAB TAB db LOW_LINE conn FULL_STOP commit LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'typo', 2, 2, 0, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE channle LOW_LINE mid SPACE EQUALS_SIGN SPACE self FULL_STOP CHANNEL LOW_LINE MID SPACE or SPACE Credential FULL_STOP CHANNEL LOW_LINE MID NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE channel LOW_LINE mid SPACE EQUALS_SIGN SPACE self FULL_STOP CHANNEL LOW_LINE MID SPACE or SPACE Credential FULL_STOP CHANNEL LOW_LINE MID NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE X HYPHEN-MINUS Line HYPHEN-MINUS Trusted HYPHEN-MINUS User HYPHEN-MINUS With HYPHEN-MINUS ACL APOSTROPHE COLON SPACE channle LOW_LINE mid NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE X HYPHEN-MINUS Line HYPHEN-MINUS Trusted HYPHEN-MINUS User HYPHEN-MINUS With HYPHEN-MINUS ACL APOSTROPHE COLON SPACE channel LOW_LINE mid NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fix patricks bot', 1, 1, 2, ' SPACE SPACE else SPACE return SPACE DIGIT_ZERO COMMA SPACE DIGIT_ZERO NEWLINE SPACE SPACE else COLON SPACE return SPACE DIGIT_ZERO COMMA SPACE DIGIT_ZERO', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Force programcycles to be used as an attribue everywhere', 1, 1, 2, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE sleep LEFT_PARENTHESIS TARGET LOW_LINE MAP LEFT_SQUARE_BRACKET mcu RIGHT_SQUARE_BRACKET FULL_STOP program LOW_LINE cycle LOW_LINE s LEFT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE sleep LEFT_PARENTHESIS TARGET LOW_LINE MAP LEFT_SQUARE_BRACKET mcu RIGHT_SQUARE_BRACKET FULL_STOP program LOW_LINE cycle LOW_LINE s RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fixed motor when turning by degrees', 1, 1, 6, ' TAB TAB position SPACE EQUALS_SIGN SPACE degrees SPACE ASTERISK SPACE LEFT_PARENTHESIS self FULL_STOP LOW_LINE count LOW_LINE per LOW_LINE rot SPACE SOLIDUS SPACE DIGIT_THREE DIGIT_SIX DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE TAB TAB position SPACE EQUALS_SIGN SPACE degrees SPACE ASTERISK SPACE LEFT_PARENTHESIS self FULL_STOP LOW_LINE countPerRot SPACE SOLIDUS SPACE DIGIT_THREE DIGIT_SIX DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, yes
'bugfix set correct function call', 1, 1, 3, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE temp SPACE EQUALS_SIGN SPACE self FULL_STOP sense FULL_STOP getTemperature LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE temp SPACE EQUALS_SIGN SPACE self FULL_STOP sense FULL_STOP get LOW_LINE temperature LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, yes
'fix typo', 1, 1, 1, ' TAB TAB TAB TAB conn SPACE EQUALS_SIGN SPACE httplib FULL_STOP HTTPConnection LEFT_PARENTHESIS o FULL_STOP hostname COMMA SPACE o FULL_STOP port RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE TAB TAB TAB TAB conn SPACE EQUALS_SIGN SPACE httplib FULL_STOP HTTPConnection LEFT_PARENTHESIS LEFT_PARENTHESIS o FULL_STOP hostname COMMA SPACE o FULL_STOP port RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Woops Fixed syntax error', 1, 1, 12, ' NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE pass NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, yes
